frameidx,x1,y1,x2,y2,label,score
58.0,390.0,206.0,780.0,409.0,0.0,0.9737643003463745
58.0,147.0,369.0,572.0,510.0,0.0,0.9652080535888672
58.0,1.0,253.0,431.0,394.0,0.0,0.9595633745193481
59.0,401.0,215.0,790.0,413.0,0.0,0.9733750820159912
59.0,160.0,369.0,577.0,513.0,0.0,0.9633104801177979
59.0,2.0,253.0,439.0,398.0,0.0,0.9585931301116943
59.0,1.0,165.0,119.0,272.0,0.0,0.5265185236930847
60.0,416.0,223.0,808.0,432.0,0.0,0.9732435345649719
60.0,177.0,370.0,585.0,515.0,0.0,0.963607668876648
60.0,1.0,252.0,439.0,404.0,0.0,0.9589358568191528
60.0,0.0,138.0,146.0,283.0,0.0,0.8259515166282654
61.0,444.0,231.0,827.0,461.0,0.0,0.9746330380439758
61.0,182.0,369.0,595.0,527.0,0.0,0.9697572588920593
61.0,0.0,252.0,432.0,413.0,0.0,0.9662438631057739
61.0,0.0,114.0,185.0,285.0,0.0,0.9275355935096741
61.0,0.0,424.0,85.0,544.0,0.0,0.5290488600730896
62.0,463.0,225.0,844.0,472.0,0.0,0.976669430732727
62.0,188.0,365.0,599.0,528.0,0.0,0.9684891700744629
62.0,1.0,253.0,445.0,414.0,0.0,0.965556263923645
62.0,0.0,120.0,208.0,288.0,0.0,0.9308632016181946
62.0,0.0,374.0,124.0,548.0,0.0,0.8784139156341553
63.0,478.0,221.0,850.0,478.0,0.0,0.9763393998146057
63.0,189.0,357.0,595.0,530.0,0.0,0.9694342613220215
63.0,1.0,242.0,460.0,406.0,0.0,0.968070387840271
63.0,0.0,378.0,173.0,542.0,0.0,0.9550482034683228
63.0,0.0,120.0,226.0,291.0,0.0,0.9084804654121399
64.0,490.0,215.0,853.0,483.0,0.0,0.9783229231834412
64.0,0.0,210.0,475.0,398.0,0.0,0.9687991142272949
64.0,189.0,354.0,603.0,530.0,0.0,0.96778404712677
64.0,0.0,362.0,208.0,533.0,0.0,0.9532930850982666
64.0,0.0,111.0,243.0,293.0,0.0,0.915223240852356
65.0,496.0,215.0,873.0,488.0,0.0,0.9772249460220337
65.0,196.0,352.0,603.0,528.0,0.0,0.9702067375183105
65.0,0.0,191.0,482.0,398.0,0.0,0.969814658164978
65.0,0.0,359.0,229.0,537.0,0.0,0.9520606994628906
65.0,0.0,109.0,255.0,287.0,0.0,0.9286791682243347
66.0,505.0,216.0,887.0,486.0,0.0,0.9768689870834351
66.0,194.0,348.0,605.0,528.0,0.0,0.9723238348960876
66.0,0.0,177.0,488.0,369.0,0.0,0.9704016447067261
66.0,0.0,366.0,241.0,527.0,0.0,0.9596659541130066
66.0,0.0,109.0,256.0,282.0,0.0,0.9476217031478882
67.0,514.0,218.0,901.0,486.0,0.0,0.9770349264144897
67.0,41.0,171.0,495.0,372.0,0.0,0.9685577154159546
67.0,201.0,351.0,608.0,526.0,0.0,0.9679012894630432
67.0,0.0,367.0,249.0,516.0,0.0,0.9591430425643921
67.0,0.0,89.0,264.0,280.0,0.0,0.9430423974990845
68.0,43.0,166.0,517.0,374.0,0.0,0.9756683111190796
68.0,524.0,223.0,919.0,490.0,0.0,0.975152850151062
68.0,204.0,349.0,610.0,523.0,0.0,0.9699730277061462
68.0,0.0,368.0,255.0,514.0,0.0,0.9548811912536621
68.0,0.0,89.0,270.0,276.0,0.0,0.9280543327331543
69.0,534.0,227.0,935.0,493.0,0.0,0.9769638776779175
69.0,41.0,154.0,532.0,375.0,0.0,0.972572922706604
69.0,204.0,349.0,610.0,522.0,0.0,0.9668490886688232
69.0,0.0,367.0,255.0,514.0,0.0,0.9542702436447144
69.0,0.0,89.0,277.0,280.0,0.0,0.9294965267181396
70.0,57.0,146.0,540.0,371.0,0.0,0.9765666127204895
70.0,546.0,229.0,949.0,495.0,0.0,0.975235641002655
70.0,0.0,363.0,251.0,514.0,0.0,0.9577277898788452
70.0,213.0,356.0,610.0,520.0,0.0,0.9531856775283813
70.0,0.0,86.0,279.0,285.0,0.0,0.9364650845527649
71.0,554.0,233.0,960.0,497.0,0.0,0.9766464233398438
71.0,71.0,142.0,563.0,365.0,0.0,0.9719444513320923
71.0,205.0,358.0,606.0,520.0,0.0,0.9679979085922241
71.0,0.0,369.0,258.0,520.0,0.0,0.9588395357131958
71.0,0.0,86.0,284.0,288.0,0.0,0.9394558072090149
72.0,565.0,236.0,963.0,494.0,0.0,0.9766546487808228
72.0,81.0,132.0,567.0,356.0,0.0,0.9700189828872681
72.0,193.0,360.0,603.0,523.0,0.0,0.9660134315490723
72.0,0.0,373.0,250.0,525.0,0.0,0.9606920480728149
72.0,0.0,91.0,284.0,289.0,0.0,0.9418721795082092
73.0,576.0,240.0,959.0,495.0,0.0,0.9763801097869873
73.0,91.0,127.0,584.0,350.0,0.0,0.9733619689941406
73.0,186.0,351.0,597.0,525.0,0.0,0.9708348512649536
73.0,0.0,375.0,244.0,527.0,0.0,0.9623947143554688
73.0,0.0,87.0,283.0,289.0,0.0,0.9467095732688904
74.0,97.0,126.0,586.0,348.0,0.0,0.9766507148742676
74.0,586.0,241.0,956.0,486.0,0.0,0.9742062091827393
74.0,184.0,352.0,592.0,524.0,0.0,0.9691529273986816
74.0,0.0,375.0,247.0,525.0,0.0,0.9617785811424255
74.0,0.0,87.0,282.0,289.0,0.0,0.953033447265625
75.0,107.0,120.0,590.0,346.0,0.0,0.9748167991638184
75.0,599.0,237.0,966.0,483.0,0.0,0.9743709564208984
75.0,178.0,351.0,577.0,526.0,0.0,0.9681081175804138
75.0,0.0,379.0,249.0,525.0,0.0,0.9599596261978149
75.0,0.0,82.0,281.0,289.0,0.0,0.9520262479782104
76.0,115.0,120.0,599.0,346.0,0.0,0.9756744503974915
76.0,607.0,235.0,972.0,484.0,0.0,0.9732640981674194
76.0,176.0,339.0,578.0,528.0,0.0,0.9649630784988403
76.0,0.0,378.0,246.0,525.0,0.0,0.9596753120422363
76.0,0.0,89.0,281.0,290.0,0.0,0.9540160894393921
77.0,118.0,114.0,600.0,347.0,0.0,0.9749081134796143
77.0,615.0,235.0,979.0,484.0,0.0,0.9732686281204224
77.0,176.0,340.0,584.0,529.0,0.0,0.9619831442832947
77.0,0.0,375.0,238.0,524.0,0.0,0.9605013728141785
77.0,0.0,88.0,281.0,290.0,0.0,0.9474796056747437
78.0,121.0,115.0,604.0,348.0,0.0,0.9761695861816406
78.0,622.0,235.0,988.0,490.0,0.0,0.9729350805282593
78.0,173.0,332.0,582.0,529.0,0.0,0.9704850912094116
78.0,0.0,373.0,227.0,521.0,0.0,0.957746148109436
78.0,0.0,83.0,282.0,291.0,0.0,0.9572789072990417
79.0,125.0,113.0,608.0,348.0,0.0,0.976301372051239
79.0,628.0,232.0,990.0,488.0,0.0,0.9731981158256531
79.0,167.0,325.0,582.0,527.0,0.0,0.9719337224960327
79.0,0.0,83.0,282.0,290.0,0.0,0.9636102914810181
79.0,0.0,369.0,219.0,523.0,0.0,0.955869734287262
80.0,132.0,104.0,610.0,347.0,0.0,0.9756439924240112
80.0,169.0,329.0,574.0,527.0,0.0,0.9714745283126831
80.0,644.0,224.0,984.0,447.0,0.0,0.9712556600570679
80.0,0.0,81.0,280.0,278.0,0.0,0.9636163711547852
80.0,0.0,368.0,223.0,525.0,0.0,0.9582668542861938
80.0,0.0,266.0,131.0,396.0,0.0,0.8660100102424622
81.0,133.0,100.0,609.0,348.0,0.0,0.9740564823150635
81.0,176.0,320.0,584.0,527.0,0.0,0.9708356857299805
81.0,643.0,225.0,985.0,423.0,0.0,0.9681754112243652
81.0,0.0,87.0,280.0,277.0,0.0,0.9593415856361389
81.0,0.0,373.0,225.0,521.0,0.0,0.9570262432098389
81.0,0.0,268.0,165.0,402.0,0.0,0.9420424103736877
82.0,134.0,101.0,608.0,348.0,0.0,0.9740639925003052
82.0,178.0,319.0,584.0,527.0,0.0,0.9717863202095032
82.0,641.0,228.0,996.0,414.0,0.0,0.9715755581855774
82.0,0.0,370.0,228.0,526.0,0.0,0.9558862447738647
82.0,0.0,89.0,279.0,284.0,0.0,0.9531024694442749
82.0,0.0,270.0,198.0,418.0,0.0,0.9460622072219849
83.0,132.0,100.0,608.0,349.0,0.0,0.9736515879631042
83.0,637.0,230.0,1001.0,409.0,0.0,0.9719078540802002
83.0,178.0,314.0,586.0,527.0,0.0,0.9686233997344971
83.0,0.0,86.0,280.0,286.0,0.0,0.9679751396179199
83.0,0.0,248.0,227.0,430.0,0.0,0.9565287232398987
83.0,0.0,367.0,238.0,521.0,0.0,0.952404260635376
84.0,142.0,97.0,610.0,347.0,0.0,0.9712330102920532
84.0,634.0,233.0,997.0,412.0,0.0,0.9702374935150146
84.0,182.0,308.0,589.0,528.0,0.0,0.9692484140396118
84.0,0.0,87.0,280.0,288.0,0.0,0.9654509425163269
84.0,0.0,244.0,246.0,429.0,0.0,0.9478176832199097
84.0,0.0,377.0,252.0,522.0,0.0,0.9346801042556763
85.0,147.0,99.0,615.0,344.0,0.0,0.9730157852172852
85.0,634.0,234.0,993.0,416.0,0.0,0.970146656036377
85.0,196.0,311.0,591.0,528.0,0.0,0.9694816470146179
85.0,0.0,88.0,279.0,288.0,0.0,0.9690638780593872
85.0,0.0,246.0,264.0,431.0,0.0,0.95737624168396
85.0,0.0,389.0,269.0,517.0,0.0,0.9359307885169983
86.0,190.0,302.0,592.0,528.0,0.0,0.9704583883285522
86.0,634.0,234.0,992.0,420.0,0.0,0.9700304269790649
86.0,0.0,86.0,279.0,287.0,0.0,0.9688730239868164
86.0,152.0,105.0,615.0,341.0,0.0,0.9632216691970825
86.0,0.0,249.0,282.0,429.0,0.0,0.9314848184585571
86.0,0.0,369.0,291.0,524.0,0.0,0.9272506833076477
87.0,148.0,112.0,626.0,330.0,0.0,0.9708412885665894
87.0,197.0,302.0,586.0,530.0,0.0,0.9698736667633057
87.0,635.0,234.0,991.0,423.0,0.0,0.9697468876838684
87.0,0.0,90.0,279.0,285.0,0.0,0.966223955154419
87.0,0.0,364.0,313.0,524.0,0.0,0.9583696722984314
87.0,0.0,251.0,284.0,412.0,0.0,0.9490803480148315
88.0,210.0,300.0,592.0,535.0,0.0,0.9726094007492065
88.0,158.0,112.0,636.0,329.0,0.0,0.9708949327468872
88.0,636.0,234.0,988.0,424.0,0.0,0.9686720371246338
88.0,0.0,91.0,279.0,286.0,0.0,0.9679684638977051
88.0,0.0,237.0,279.0,397.0,0.0,0.9598629474639893
88.0,0.0,350.0,326.0,528.0,0.0,0.9590574502944946
89.0,221.0,296.0,598.0,536.0,0.0,0.9739974737167358
89.0,639.0,234.0,981.0,428.0,0.0,0.9701911211013794
89.0,167.0,115.0,650.0,329.0,0.0,0.9697012901306152
89.0,0.0,89.0,283.0,288.0,0.0,0.9654666781425476
89.0,0.0,223.0,268.0,399.0,0.0,0.9628884792327881
89.0,0.0,336.0,335.0,539.0,0.0,0.9614535570144653
90.0,225.0,299.0,597.0,537.0,0.0,0.9740082025527954
90.0,3.0,313.0,343.0,538.0,0.0,0.9726657867431641
90.0,649.0,234.0,998.0,435.0,0.0,0.9699305295944214
90.0,182.0,122.0,657.0,329.0,0.0,0.9668984413146973
90.0,0.0,89.0,288.0,288.0,0.0,0.9627443552017212
90.0,0.0,212.0,243.0,406.0,0.0,0.9389485716819763
91.0,223.0,305.0,603.0,541.0,0.0,0.9719017744064331
91.0,208.0,137.0,671.0,328.0,0.0,0.9704940319061279
91.0,3.0,304.0,357.0,540.0,0.0,0.9685640335083008
91.0,0.0,90.0,292.0,287.0,0.0,0.9663863182067871
91.0,634.0,232.0,988.0,441.0,0.0,0.9603083729743958
91.0,0.0,191.0,248.0,408.0,0.0,0.9598280787467957
92.0,239.0,135.0,704.0,327.0,0.0,0.9748122096061707
92.0,234.0,314.0,595.0,543.0,0.0,0.9698843955993652
92.0,4.0,295.0,372.0,543.0,0.0,0.9674723744392395
92.0,0.0,90.0,293.0,284.0,0.0,0.9631971716880798
92.0,643.0,229.0,989.0,443.0,0.0,0.9605529308319092
92.0,0.0,191.0,264.0,410.0,0.0,0.9577845931053162
93.0,269.0,103.0,745.0,321.0,0.0,0.9699729084968567
93.0,4.0,282.0,382.0,549.0,0.0,0.9689408540725708
93.0,235.0,315.0,594.0,550.0,0.0,0.9682894945144653
93.0,650.0,226.0,992.0,450.0,0.0,0.9622297286987305
93.0,0.0,190.0,264.0,407.0,0.0,0.9579476118087769
93.0,0.0,92.0,293.0,280.0,0.0,0.9575796723365784
94.0,298.0,90.0,783.0,314.0,0.0,0.9733428955078125
94.0,4.0,283.0,385.0,549.0,0.0,0.972057580947876
94.0,232.0,310.0,591.0,550.0,0.0,0.9690583944320679
94.0,647.0,217.0,992.0,448.0,0.0,0.9670313596725464
94.0,0.0,95.0,293.0,276.0,0.0,0.958809494972229
94.0,0.0,202.0,263.0,411.0,0.0,0.9551427364349365
95.0,4.0,285.0,395.0,555.0,0.0,0.971543550491333
95.0,331.0,74.0,821.0,301.0,0.0,0.9713698625564575
95.0,228.0,296.0,586.0,551.0,0.0,0.9686784744262695
95.0,658.0,213.0,1003.0,454.0,0.0,0.9665560126304626
95.0,0.0,92.0,293.0,273.0,0.0,0.959475040435791
95.0,0.0,212.0,264.0,409.0,0.0,0.9517877101898193
96.0,4.0,277.0,399.0,552.0,0.0,0.9734976291656494
96.0,368.0,59.0,857.0,288.0,0.0,0.9726547598838806
96.0,654.0,220.0,994.0,464.0,0.0,0.9709808826446533
96.0,222.0,287.0,585.0,552.0,0.0,0.970234751701355
96.0,0.0,98.0,295.0,271.0,0.0,0.9576107263565063
96.0,0.0,224.0,263.0,410.0,0.0,0.9401329159736633
97.0,648.0,222.0,980.0,478.0,0.0,0.9752619862556458
97.0,2.0,275.0,398.0,549.0,0.0,0.9728764295578003
97.0,407.0,58.0,893.0,276.0,0.0,0.9722402095794678
97.0,217.0,279.0,582.0,551.0,0.0,0.9721729159355164
97.0,0.0,96.0,298.0,270.0,0.0,0.9560123682022095
97.0,0.0,230.0,258.0,401.0,0.0,0.952948808670044
98.0,646.0,222.0,959.0,473.0,0.0,0.9750485420227051
98.0,218.0,279.0,580.0,552.0,0.0,0.9725116491317749
98.0,420.0,46.0,910.0,270.0,0.0,0.9718595743179321
98.0,2.0,273.0,395.0,547.0,0.0,0.9715626239776611
98.0,0.0,101.0,307.0,269.0,0.0,0.9566531181335449
98.0,0.0,233.0,261.0,399.0,0.0,0.9467443227767944
99.0,213.0,280.0,577.0,554.0,0.0,0.9721353650093079
99.0,468.0,50.0,957.0,258.0,0.0,0.9710885286331177
99.0,649.0,221.0,923.0,492.0,0.0,0.9698641300201416
99.0,0.0,106.0,333.0,264.0,0.0,0.9567535519599915
99.0,0.0,241.0,258.0,389.0,0.0,0.9530587792396545
99.0,3.0,274.0,397.0,533.0,0.0,0.9325094223022461
100.0,651.0,221.0,914.0,506.0,0.0,0.9732850790023804
100.0,213.0,282.0,577.0,555.0,0.0,0.9716370105743408
100.0,2.0,277.0,400.0,520.0,0.0,0.9694027900695801
100.0,486.0,56.0,957.0,257.0,0.0,0.9673768877983093
100.0,0.0,102.0,341.0,261.0,0.0,0.9622880220413208
100.0,0.0,242.0,255.0,385.0,0.0,0.9570214748382568
101.0,211.0,283.0,578.0,555.0,0.0,0.9731664657592773
101.0,2.0,276.0,409.0,504.0,0.0,0.9714648723602295
101.0,657.0,213.0,907.0,519.0,0.0,0.9700157642364502
101.0,0.0,86.0,358.0,253.0,0.0,0.9639576077461243
101.0,515.0,69.0,954.0,258.0,0.0,0.9623740911483765
101.0,0.0,241.0,263.0,382.0,0.0,0.9553343653678894
101.0,2.0,491.0,121.0,577.0,0.0,0.7608515024185181
102.0,212.0,285.0,578.0,554.0,0.0,0.9774478673934937
102.0,0.0,268.0,411.0,490.0,0.0,0.9679970741271973
102.0,664.0,202.0,897.0,519.0,0.0,0.967511773109436
102.0,539.0,64.0,963.0,248.0,0.0,0.9634202718734741
102.0,0.0,82.0,380.0,246.0,0.0,0.96329665184021
102.0,0.0,239.0,262.0,367.0,0.0,0.9517221450805664
102.0,6.0,464.0,165.0,580.0,0.0,0.8905218839645386
103.0,214.0,279.0,581.0,554.0,0.0,0.9726963043212891
103.0,0.0,266.0,419.0,476.0,0.0,0.9684317111968994
103.0,670.0,188.0,876.0,511.0,0.0,0.9665058851242065
103.0,1.0,72.0,405.0,239.0,0.0,0.9650512337684631
103.0,549.0,72.0,984.0,240.0,0.0,0.9606665968894958
103.0,0.0,226.0,257.0,353.0,0.0,0.9527204036712646
103.0,7.0,456.0,206.0,596.0,0.0,0.9350942373275757
104.0,213.0,281.0,582.0,554.0,0.0,0.9709768295288086
104.0,0.0,268.0,430.0,461.0,0.0,0.9675637483596802
104.0,588.0,66.0,1009.0,237.0,0.0,0.9656022787094116
104.0,674.0,176.0,846.0,527.0,0.0,0.9642542004585266
104.0,0.0,73.0,434.0,232.0,0.0,0.9630559682846069
104.0,0.0,222.0,255.0,346.0,0.0,0.9464753866195679
104.0,5.0,449.0,235.0,595.0,0.0,0.9456957578659058
105.0,212.0,283.0,585.0,552.0,0.0,0.9702309966087341
105.0,605.0,62.0,1036.0,238.0,0.0,0.9694228172302246
105.0,642.0,170.0,832.0,531.0,0.0,0.9667284488677979
105.0,0.0,268.0,445.0,451.0,0.0,0.9627584218978882
105.0,1.0,75.0,460.0,231.0,0.0,0.9489846229553223
105.0,3.0,441.0,252.0,582.0,0.0,0.9435806274414062
105.0,0.0,223.0,251.0,341.0,0.0,0.9424657821655273
106.0,212.0,282.0,591.0,551.0,0.0,0.9694199562072754
106.0,602.0,167.0,818.0,522.0,0.0,0.9684464931488037
106.0,616.0,60.0,1060.0,247.0,0.0,0.9678420424461365
106.0,37.0,78.0,485.0,233.0,0.0,0.9601982831954956
106.0,0.0,259.0,465.0,442.0,0.0,0.9570674896240234
106.0,2.0,420.0,266.0,564.0,0.0,0.9550512433052063
106.0,0.0,213.0,252.0,339.0,0.0,0.9422855377197266
107.0,657.0,61.0,1089.0,283.0,0.0,0.9713528156280518
