frameidx,x1,y1,x2,y2,label,score
171.0,375.0,81.0,818.0,209.0,0.0,0.9547377824783325
171.0,0.0,25.0,227.0,198.0,0.0,0.9507788419723511
171.0,1022.0,286.0,1270.0,418.0,0.0,0.9489761590957642
171.0,1074.0,172.0,1270.0,285.0,0.0,0.9447058439254761
171.0,2.0,424.0,268.0,590.0,0.0,0.9396487474441528
171.0,8.0,331.0,355.0,464.0,0.0,0.8936780095100403
171.0,1.0,397.0,139.0,542.0,0.0,0.6531153321266174
172.0,557.0,336.0,989.0,510.0,0.0,0.9715573191642761
172.0,0.0,53.0,357.0,308.0,0.0,0.9679358005523682
172.0,290.0,267.0,796.0,477.0,0.0,0.9637582302093506
172.0,1.0,419.0,302.0,588.0,0.0,0.9610880613327026
172.0,95.0,169.0,511.0,365.0,0.0,0.9610188007354736
172.0,540.0,175.0,1098.0,353.0,0.0,0.9579092264175415
172.0,398.0,89.0,844.0,221.0,0.0,0.9578037858009338
172.0,0.0,25.0,229.0,201.0,0.0,0.9492030143737793
172.0,1030.0,295.0,1267.0,416.0,0.0,0.9453749656677246
172.0,41.0,324.0,383.0,456.0,0.0,0.9350361227989197
172.0,0.0,379.0,138.0,540.0,0.0,0.873102068901062
173.0,0.0,55.0,372.0,304.0,0.0,0.969062089920044
173.0,319.0,268.0,828.0,472.0,0.0,0.9631981253623962
173.0,605.0,186.0,1136.0,368.0,0.0,0.9612153768539429
173.0,616.0,331.0,1033.0,497.0,0.0,0.9608010053634644
173.0,114.0,179.0,549.0,360.0,0.0,0.9597511291503906
173.0,1.0,414.0,329.0,588.0,0.0,0.9592821598052979
173.0,0.0,21.0,227.0,203.0,0.0,0.9587447643280029
173.0,423.0,100.0,882.0,229.0,0.0,0.9514737129211426
173.0,42.0,306.0,415.0,452.0,0.0,0.9497714042663574
173.0,1118.0,295.0,1270.0,413.0,0.0,0.9041210412979126
173.0,1.0,368.0,150.0,499.0,0.0,0.8547544479370117
174.0,0.0,59.0,384.0,300.0,0.0,0.9654151201248169
174.0,135.0,185.0,587.0,352.0,0.0,0.960614025592804
174.0,357.0,289.0,862.0,472.0,0.0,0.9605714082717896
174.0,0.0,417.0,345.0,588.0,0.0,0.9604864120483398
174.0,457.0,89.0,932.0,234.0,0.0,0.9582239985466003
174.0,657.0,332.0,1062.0,489.0,0.0,0.9576574563980103
174.0,655.0,193.0,1175.0,388.0,0.0,0.956926167011261
174.0,0.0,21.0,228.0,206.0,0.0,0.9458181262016296
174.0,54.0,319.0,449.0,443.0,0.0,0.9424370527267456
174.0,1.0,383.0,164.0,498.0,0.0,0.8951182961463928
174.0,0.0,229.0,149.0,401.0,0.0,0.8525506258010864
175.0,175.0,165.0,638.0,346.0,0.0,0.9650431871414185
175.0,393.0,278.0,904.0,470.0,0.0,0.961990237236023
175.0,533.0,75.0,1011.0,239.0,0.0,0.9613145589828491
175.0,690.0,207.0,1246.0,411.0,0.0,0.9601567983627319
175.0,5.0,422.0,350.0,589.0,0.0,0.958593487739563
175.0,695.0,348.0,1131.0,493.0,0.0,0.9578814506530762
175.0,43.0,60.0,388.0,292.0,0.0,0.9547870755195618
175.0,0.0,30.0,227.0,202.0,0.0,0.952964186668396
175.0,108.0,320.0,504.0,449.0,0.0,0.934585452079773
175.0,0.0,244.0,189.0,402.0,0.0,0.9023950099945068
175.0,0.0,362.0,186.0,521.0,0.0,0.7621262073516846
176.0,196.0,164.0,655.0,343.0,0.0,0.9677760601043701
176.0,563.0,85.0,1035.0,240.0,0.0,0.9626709222793579
176.0,754.0,206.0,1265.0,411.0,0.0,0.9621726274490356
176.0,0.0,425.0,349.0,589.0,0.0,0.9610353708267212
176.0,407.0,289.0,918.0,469.0,0.0,0.9580174088478088
176.0,42.0,60.0,392.0,290.0,0.0,0.9564064741134644
176.0,0.0,32.0,227.0,200.0,0.0,0.9528905153274536
176.0,747.0,347.0,1158.0,489.0,0.0,0.9493281841278076
176.0,114.0,317.0,523.0,444.0,0.0,0.9476812481880188
176.0,0.0,244.0,206.0,391.0,0.0,0.9281164407730103
176.0,0.0,360.0,193.0,509.0,0.0,0.878524899482727
177.0,229.0,166.0,697.0,333.0,0.0,0.9660506248474121
177.0,0.0,430.0,349.0,589.0,0.0,0.9642983675003052
177.0,0.0,31.0,225.0,195.0,0.0,0.9605262279510498
177.0,433.0,295.0,940.0,465.0,0.0,0.9600332975387573
177.0,45.0,61.0,397.0,284.0,0.0,0.9596012830734253
177.0,611.0,100.0,1101.0,245.0,0.0,0.958917498588562
177.0,117.0,306.0,557.0,439.0,0.0,0.9541791677474976
177.0,783.0,348.0,1188.0,483.0,0.0,0.9448621273040771
177.0,0.0,241.0,238.0,387.0,0.0,0.9402114748954773
177.0,830.0,213.0,1268.0,376.0,0.0,0.9389546513557434
177.0,0.0,366.0,197.0,542.0,0.0,0.9266798496246338
178.0,263.0,182.0,735.0,328.0,0.0,0.96709144115448
178.0,456.0,283.0,954.0,464.0,0.0,0.9652915000915527
178.0,0.0,428.0,330.0,589.0,0.0,0.9629241228103638
178.0,151.0,294.0,589.0,448.0,0.0,0.9611157178878784
178.0,653.0,93.0,1171.0,251.0,0.0,0.9594874382019043
178.0,41.0,60.0,395.0,274.0,0.0,0.9557909369468689
178.0,0.0,33.0,224.0,190.0,0.0,0.95269376039505
178.0,896.0,228.0,1269.0,360.0,0.0,0.9495771527290344
178.0,0.0,226.0,273.0,379.0,0.0,0.9492385387420654
178.0,0.0,364.0,199.0,535.0,0.0,0.935103178024292
178.0,820.0,344.0,1246.0,477.0,0.0,0.9278427362442017
179.0,768.0,89.0,1243.0,253.0,0.0,0.967065691947937
179.0,303.0,153.0,773.0,317.0,0.0,0.9664089679718018
179.0,481.0,293.0,973.0,464.0,0.0,0.9659762382507324
179.0,42.0,57.0,389.0,269.0,0.0,0.9653106927871704
179.0,204.0,280.0,613.0,449.0,0.0,0.9640395641326904
179.0,928.0,214.0,1272.0,356.0,0.0,0.9631627798080444
179.0,0.0,429.0,329.0,588.0,0.0,0.9579488039016724
179.0,0.0,227.0,302.0,378.0,0.0,0.9516581296920776
179.0,0.0,353.0,209.0,506.0,0.0,0.9462357759475708
179.0,918.0,346.0,1265.0,492.0,0.0,0.9426888227462769
179.0,0.0,28.0,223.0,183.0,0.0,0.9421495795249939
179.0,0.0,207.0,78.0,300.0,0.0,0.5548374056816101
180.0,503.0,293.0,993.0,467.0,0.0,0.969840943813324
180.0,348.0,128.0,820.0,304.0,0.0,0.968996524810791
180.0,818.0,78.0,1273.0,252.0,0.0,0.9680495858192444
180.0,217.0,284.0,643.0,448.0,0.0,0.9657583832740784
180.0,0.0,427.0,335.0,589.0,0.0,0.9626091122627258
180.0,946.0,205.0,1270.0,342.0,0.0,0.9598604440689087
180.0,971.0,357.0,1264.0,477.0,0.0,0.9588099718093872
180.0,0.0,209.0,336.0,378.0,0.0,0.9567485451698303
180.0,0.0,323.0,219.0,519.0,0.0,0.9506585597991943
180.0,36.0,58.0,392.0,265.0,0.0,0.9498926997184753
180.0,0.0,23.0,224.0,173.0,0.0,0.9308453798294067
180.0,0.0,203.0,84.0,298.0,0.0,0.5607473254203796
181.0,530.0,280.0,1026.0,472.0,0.0,0.9721347093582153
181.0,395.0,122.0,867.0,303.0,0.0,0.967470645904541
181.0,230.0,284.0,673.0,449.0,0.0,0.96356201171875
181.0,878.0,111.0,1273.0,249.0,0.0,0.9633188247680664
181.0,1.0,431.0,337.0,590.0,0.0,0.9619661569595337
181.0,1048.0,212.0,1270.0,342.0,0.0,0.9575988054275513
181.0,1009.0,361.0,1265.0,481.0,0.0,0.9560511112213135
181.0,39.0,59.0,402.0,264.0,0.0,0.9549369812011719
181.0,0.0,194.0,374.0,379.0,0.0,0.9524451494216919
181.0,0.0,18.0,229.0,166.0,0.0,0.9474153518676758
181.0,1.0,303.0,235.0,523.0,0.0,0.9330828189849854
181.0,0.0,190.0,83.0,298.0,0.0,0.5740787982940674
182.0,555.0,234.0,1049.0,476.0,0.0,0.9675626754760742
182.0,441.0,131.0,913.0,310.0,0.0,0.9674040675163269
182.0,259.0,286.0,706.0,449.0,0.0,0.964226484298706
182.0,949.0,110.0,1273.0,250.0,0.0,0.9639055132865906
182.0,1.0,429.0,331.0,590.0,0.0,0.9629417657852173
182.0,0.0,21.0,247.0,167.0,0.0,0.9553167819976807
182.0,1027.0,363.0,1265.0,471.0,0.0,0.9547725319862366
182.0,0.0,180.0,412.0,372.0,0.0,0.9447494745254517
182.0,25.0,55.0,414.0,267.0,0.0,0.941155195236206
182.0,1077.0,226.0,1270.0,342.0,0.0,0.9385827779769897
182.0,0.0,309.0,259.0,516.0,0.0,0.9296039938926697
183.0,585.0,223.0,1074.0,477.0,0.0,0.9687510132789612
183.0,287.0,281.0,740.0,448.0,0.0,0.9627856612205505
183.0,494.0,148.0,964.0,321.0,0.0,0.9627231359481812
183.0,1.0,430.0,327.0,591.0,0.0,0.9606825113296509
183.0,997.0,98.0,1273.0,230.0,0.0,0.9547573328018188
183.0,0.0,33.0,262.0,168.0,0.0,0.9544304013252258
183.0,1.0,299.0,281.0,507.0,0.0,0.9512834548950195
183.0,37.0,56.0,417.0,267.0,0.0,0.9503841400146484
183.0,36.0,170.0,449.0,362.0,0.0,0.9378064870834351
183.0,1110.0,360.0,1266.0,470.0,0.0,0.9302766919136047
183.0,0.0,187.0,68.0,340.0,0.0,0.6216776371002197
184.0,634.0,233.0,1115.0,478.0,0.0,0.9700841903686523
184.0,313.0,274.0,770.0,443.0,0.0,0.9657861590385437
184.0,539.0,155.0,1019.0,321.0,0.0,0.9625385999679565
184.0,41.0,159.0,491.0,356.0,0.0,0.9618868827819824
184.0,38.0,73.0,435.0,256.0,0.0,0.9595942497253418
184.0,1.0,434.0,323.0,591.0,0.0,0.9567917585372925
184.0,0.0,38.0,267.0,165.0,0.0,0.9531103372573853
184.0,1109.0,103.0,1274.0,222.0,0.0,0.9519082307815552
184.0,1.0,299.0,303.0,498.0,0.0,0.942516565322876
184.0,0.0,181.0,72.0,323.0,0.0,0.8643575310707092
184.0,1147.0,364.0,1268.0,463.0,0.0,0.8498649597167969
185.0,342.0,267.0,790.0,439.0,0.0,0.9704645276069641
185.0,672.0,223.0,1162.0,475.0,0.0,0.9681615829467773
185.0,39.0,77.0,463.0,252.0,0.0,0.9637378454208374
185.0,621.0,146.0,1085.0,317.0,0.0,0.9631644487380981
185.0,1.0,430.0,314.0,590.0,0.0,0.9591317176818848
185.0,64.0,153.0,529.0,348.0,0.0,0.9566149711608887
185.0,0.0,23.0,270.0,166.0,0.0,0.9561296105384827
185.0,1.0,288.0,327.0,487.0,0.0,0.9503133296966553
185.0,0.0,155.0,88.0,323.0,0.0,0.8805026412010193
186.0,748.0,249.0,1225.0,460.0,0.0,0.9721498489379883
186.0,370.0,263.0,814.0,438.0,0.0,0.9704078435897827
186.0,42.0,70.0,490.0,252.0,0.0,0.9672354459762573
186.0,658.0,150.0,1145.0,308.0,0.0,0.9634758234024048
186.0,0.0,21.0,271.0,165.0,0.0,0.9593321084976196
186.0,90.0,142.0,550.0,341.0,0.0,0.9574353694915771
186.0,1.0,442.0,304.0,585.0,0.0,0.9568973183631897
186.0,0.0,283.0,352.0,486.0,0.0,0.95341557264328
186.0,0.0,151.0,101.0,319.0,0.0,0.9162979125976562
187.0,396.0,255.0,836.0,438.0,0.0,0.9693455100059509
187.0,62.0,62.0,534.0,250.0,0.0,0.9684982299804688
187.0,780.0,220.0,1269.0,436.0,0.0,0.9677153825759888
187.0,762.0,126.0,1228.0,308.0,0.0,0.9655773639678955
187.0,1.0,289.0,380.0,496.0,0.0,0.9616332054138184
187.0,0.0,21.0,270.0,166.0,0.0,0.9603719711303711
187.0,0.0,428.0,293.0,587.0,0.0,0.9589580297470093
187.0,113.0,148.0,565.0,347.0,0.0,0.9369903206825256
187.0,0.0,154.0,111.0,317.0,0.0,0.9039739370346069
187.0,0.0,279.0,115.0,374.0,0.0,0.7899399399757385
188.0,109.0,49.0,584.0,246.0,0.0,0.9693149328231812
188.0,797.0,120.0,1273.0,304.0,0.0,0.9691261053085327
188.0,414.0,259.0,853.0,436.0,0.0,0.9677175879478455
188.0,0.0,306.0,415.0,512.0,0.0,0.9652913808822632
188.0,0.0,18.0,260.0,166.0,0.0,0.9642207622528076
188.0,883.0,268.0,1273.0,423.0,0.0,0.962103009223938
188.0,1.0,446.0,273.0,588.0,0.0,0.956555187702179
188.0,128.0,189.0,599.0,352.0,0.0,0.9442499279975891
188.0,0.0,154.0,125.0,293.0,0.0,0.905985414981842
188.0,0.0,269.0,141.0,372.0,0.0,0.8542712926864624
189.0,185.0,62.0,641.0,245.0,0.0,0.9735813140869141
189.0,0.0,342.0,460.0,534.0,0.0,0.9681426286697388
189.0,432.0,259.0,875.0,432.0,0.0,0.9663487672805786
189.0,195.0,207.0,685.0,360.0,0.0,0.9615559577941895
189.0,0.0,19.0,260.0,166.0,0.0,0.9609005451202393
189.0,929.0,155.0,1269.0,300.0,0.0,0.9599971771240234
189.0,981.0,275.0,1272.0,406.0,0.0,0.9595831036567688
189.0,0.0,449.0,240.0,592.0,0.0,0.9403718709945679
189.0,0.0,242.0,194.0,374.0,0.0,0.8774654865264893
189.0,0.0,120.0,139.0,259.0,0.0,0.8590173721313477
190.0,453.0,244.0,889.0,435.0,0.0,0.9720274209976196
190.0,219.0,65.0,671.0,249.0,0.0,0.9712721109390259
190.0,3.0,347.0,482.0,531.0,0.0,0.9657961130142212
190.0,0.0,22.0,263.0,162.0,0.0,0.961888313293457
190.0,239.0,210.0,729.0,369.0,0.0,0.9595402479171753
190.0,990.0,167.0,1270.0,294.0,0.0,0.9584826827049255
190.0,1023.0,277.0,1267.0,404.0,0.0,0.9556472301483154
190.0,3.0,454.0,208.0,596.0,0.0,0.9443174600601196
190.0,0.0,231.0,222.0,377.0,0.0,0.9422067403793335
190.0,0.0,102.0,149.0,260.0,0.0,0.8744034767150879
191.0,245.0,68.0,683.0,254.0,0.0,0.9690080881118774
191.0,464.0,238.0,897.0,438.0,0.0,0.9681692123413086
191.0,0.0,21.0,264.0,160.0,0.0,0.96417236328125
191.0,264.0,206.0,747.0,370.0,0.0,0.9615108370780945
191.0,3.0,351.0,494.0,525.0,0.0,0.9593647718429565
191.0,1067.0,173.0,1269.0,292.0,0.0,0.9541981816291809
191.0,1044.0,282.0,1267.0,402.0,0.0,0.9482904672622681
191.0,1.0,461.0,191.0,593.0,0.0,0.9472675323486328
191.0,0.0,232.0,232.0,381.0,0.0,0.9454546570777893
191.0,0.0,122.0,156.0,258.0,0.0,0.7799067497253418
192.0,44.0,347.0,521.0,563.0,0.0,0.97266685962677
192.0,503.0,215.0,926.0,450.0,0.0,0.9723860025405884
192.0,293.0,80.0,723.0,271.0,0.0,0.966456413269043
192.0,328.0,180.0,783.0,369.0,0.0,0.9614343047142029
192.0,0.0,18.0,259.0,150.0,0.0,0.9587302207946777
192.0,0.0,207.0,263.0,384.0,0.0,0.9473947286605835
192.0,3.0,447.0,146.0,592.0,0.0,0.9046997427940369
192.0,0.0,93.0,173.0,263.0,0.0,0.8828167915344238
192.0,1111.0,184.0,1271.0,283.0,0.0,0.5313834547996521
193.0,43.0,344.0,529.0,563.0,0.0,0.9751105308532715
193.0,519.0,207.0,935.0,449.0,0.0,0.9700779914855957
193.0,306.0,76.0,735.0,273.0,0.0,0.9692913293838501
193.0,350.0,166.0,789.0,374.0,0.0,0.9657093286514282
193.0,0.0,192.0,277.0,385.0,0.0,0.9604459404945374
193.0,0.0,17.0,259.0,149.0,0.0,0.9582678079605103
193.0,0.0,88.0,179.0,271.0,0.0,0.9363951683044434
193.0,1.0,439.0,131.0,587.0,0.0,0.9007354974746704
194.0,553.0,194.0,970.0,440.0,0.0,0.9725813865661621
194.0,44.0,341.0,541.0,555.0,0.0,0.9714374542236328
194.0,338.0,63.0,761.0,270.0,0.0,0.9693357944488525
194.0,399.0,162.0,815.0,378.0,0.0,0.9652209877967834
194.0,0.0,192.0,304.0,382.0,0.0,0.964095950126648
194.0,0.0,74.0,195.0,271.0,0.0,0.9524418115615845
194.0,0.0,18.0,260.0,151.0,0.0,0.9508155584335327
194.0,1.0,468.0,98.0,565.0,0.0,0.6735783219337463
195.0,573.0,195.0,1016.0,436.0,0.0,0.9737115502357483
195.0,364.0,59.0,783.0,271.0,0.0,0.9690884947776794
195.0,55.0,331.0,547.0,551.0,0.0,0.9685118198394775
195.0,0.0,197.0,332.0,384.0,0.0,0.9660425186157227
195.0,436.0,147.0,869.0,385.0,0.0,0.9623540639877319
195.0,0.0,85.0,222.0,284.0,0.0,0.9562838077545166
195.0,0.0,21.0,262.0,156.0,0.0,0.9537169933319092
196.0,73.0,324.0,559.0,557.0,0.0,0.9723206758499146
196.0,670.0,220.0,1087.0,426.0,0.0,0.9715467691421509
196.0,0.0,184.0,382.0,379.0,0.0,0.9714516401290894
196.0,502.0,134.0,918.0,385.0,0.0,0.9705053567886353
196.0,388.0,57.0,794.0,271.0,0.0,0.9609706997871399
196.0,0.0,105.0,242.0,284.0,0.0,0.935599684715271
196.0,0.0,35.0,255.0,157.0,0.0,0.933323860168457
197.0,394.0,57.0,815.0,274.0,0.0,0.9725472331047058
197.0,79.0,323.0,555.0,557.0,0.0,0.9725363254547119
197.0,523.0,140.0,954.0,382.0,0.0,0.9705671072006226
197.0,0.0,188.0,400.0,375.0,0.0,0.9700483679771423
197.0,677.0,223.0,1107.0,424.0,0.0,0.9687187075614929
197.0,0.0,96.0,254.0,285.0,0.0,0.9456003904342651
197.0,0.0,32.0,231.0,155.0,0.0,0.92323899269104
198.0,547.0,134.0,1000.0,375.0,0.0,0.9738382697105408
198.0,402.0,57.0,824.0,271.0,0.0,0.9717656373977661
198.0,90.0,325.0,548.0,557.0,0.0,0.9693050384521484
198.0,0.0,184.0,434.0,365.0,0.0,0.9665567874908447
198.0,746.0,233.0,1161.0,416.0,0.0,0.9655089378356934
198.0,0.0,48.0,277.0,290.0,0.0,0.9581001400947571
198.0,0.0,29.0,227.0,155.0,0.0,0.9318405389785767
198.0,0.0,336.0,122.0,429.0,0.0,0.8006309270858765
199.0,581.0,115.0,1061.0,361.0,0.0,0.9741716384887695
199.0,401.0,57.0,823.0,266.0,0.0,0.9722484350204468
199.0,90.0,326.0,565.0,556.0,0.0,0.970453143119812
199.0,767.0,236.0,1226.0,413.0,0.0,0.9699326753616333
199.0,0.0,38.0,288.0,288.0,0.0,0.959810733795166
199.0,44.0,201.0,469.0,365.0,0.0,0.9574580192565918
199.0,0.0,34.0,220.0,151.0,0.0,0.9167430996894836
199.0,1.0,340.0,134.0,480.0,0.0,0.823910117149353
200.0,661.0,99.0,1105.0,342.0,0.0,0.9742391109466553
200.0,402.0,57.0,823.0,264.0,0.0,0.9722256660461426
200.0,85.0,326.0,561.0,551.0,0.0,0.9694026708602905
200.0,829.0,222.0,1267.0,402.0,0.0,0.9692003726959229
200.0,53.0,222.0,522.0,360.0,0.0,0.9562633037567139
200.0,0.0,42.0,314.0,283.0,0.0,0.9506770372390747
200.0,0.0,27.0,182.0,144.0,0.0,0.8821142911911011
200.0,0.0,340.0,172.0,477.0,0.0,0.8544596433639526
201.0,676.0,101.0,1143.0,322.0,0.0,0.9760990738868713
201.0,405.0,57.0,827.0,281.0,0.0,0.9755074381828308
201.0,84.0,328.0,552.0,549.0,0.0,0.9727231860160828
201.0,92.0,223.0,565.0,386.0,0.0,0.958885908126831
201.0,0.0,47.0,328.0,278.0,0.0,0.9583178758621216
201.0,886.0,246.0,1266.0,398.0,0.0,0.9528292417526245
201.0,0.0,339.0,196.0,484.0,0.0,0.9271118640899658
201.0,0.0,25.0,192.0,139.0,0.0,0.8897857666015625
202.0,408.0,56.0,829.0,281.0,0.0,0.9741246700286865
202.0,85.0,327.0,556.0,559.0,0.0,0.9731379747390747
202.0,754.0,97.0,1208.0,306.0,0.0,0.9722763895988464
202.0,148.0,223.0,617.0,401.0,0.0,0.9678454399108887
202.0,0.0,40.0,342.0,277.0,0.0,0.9662061929702759
202.0,900.0,263.0,1266.0,386.0,0.0,0.9624819755554199
202.0,0.0,341.0,209.0,499.0,0.0,0.9568959474563599
202.0,0.0,22.0,193.0,136.0,0.0,0.9345846176147461
203.0,808.0,87.0,1272.0,293.0,0.0,0.9716452956199646
203.0,203.0,223.0,664.0,428.0,0.0,0.9715456962585449
203.0,413.0,56.0,830.0,274.0,0.0,0.9707773327827454
203.0,90.0,326.0,578.0,559.0,0.0,0.9689939022064209
203.0,0.0,59.0,337.0,283.0,0.0,0.9678025245666504
203.0,1.0,341.0,220.0,511.0,0.0,0.9541835188865662
203.0,974.0,258.0,1267.0,378.0,0.0,0.9522343873977661
203.0,0.0,21.0,195.0,137.0,0.0,0.9183586835861206
204.0,418.0,54.0,832.0,272.0,0.0,0.9692004919052124
204.0,0.0,39.0,346.0,285.0,0.0,0.9691275954246521
204.0,267.0,225.0,721.0,413.0,0.0,0.9690115451812744
204.0,104.0,327.0,602.0,514.0,0.0,0.9654524922370911
204.0,842.0,128.0,1270.0,282.0,0.0,0.9630094766616821
204.0,987.0,248.0,1267.0,372.0,0.0,0.961181640625
204.0,0.0,335.0,228.0,513.0,0.0,0.9577240943908691
204.0,0.0,21.0,191.0,141.0,0.0,0.9256591796875
205.0,333.0,235.0,772.0,438.0,0.0,0.9716475009918213
205.0,418.0,56.0,839.0,266.0,0.0,0.9709677696228027
205.0,0.0,33.0,344.0,293.0,0.0,0.9707121849060059
205.0,127.0,329.0,633.0,516.0,0.0,0.965840220451355
205.0,924.0,128.0,1270.0,275.0,0.0,0.9640827178955078
205.0,0.0,332.0,232.0,512.0,0.0,0.9628379344940186
205.0,996.0,244.0,1267.0,363.0,0.0,0.9580025672912598
205.0,0.0,22.0,193.0,149.0,0.0,0.891355037689209
206.0,421.0,56.0,839.0,264.0,0.0,0.970849871635437
206.0,387.0,251.0,834.0,445.0,0.0,0.9707462787628174
206.0,0.0,41.0,340.0,301.0,0.0,0.9695230722427368
206.0,161.0,333.0,668.0,534.0,0.0,0.9686367511749268
206.0,0.0,327.0,230.0,512.0,0.0,0.9644547700881958
206.0,956.0,120.0,1271.0,257.0,0.0,0.9629533886909485
206.0,1066.0,246.0,1268.0,357.0,0.0,0.9420925378799438
206.0,0.0,23.0,196.0,152.0,0.0,0.9120333194732666
207.0,426.0,56.0,850.0,265.0,0.0,0.9715225696563721
207.0,421.0,259.0,861.0,441.0,0.0,0.9695475697517395
207.0,1.0,50.0,336.0,304.0,0.0,0.9686157703399658
207.0,185.0,337.0,689.0,545.0,0.0,0.9681191444396973
207.0,0.0,325.0,228.0,512.0,0.0,0.9659003019332886
207.0,1032.0,119.0,1271.0,252.0,0.0,0.9620810747146606
207.0,1113.0,247.0,1269.0,354.0,0.0,0.9353129267692566
207.0,0.0,23.0,196.0,153.0,0.0,0.9233436584472656
208.0,445.0,52.0,860.0,277.0,0.0,0.9761404991149902
208.0,253.0,344.0,747.0,550.0,0.0,0.9717098474502563
208.0,510.0,275.0,944.0,456.0,0.0,0.9695258140563965
208.0,0.0,36.0,335.0,308.0,0.0,0.9665266275405884
208.0,0.0,315.0,224.0,515.0,0.0,0.9583708047866821
208.0,1122.0,240.0,1267.0,347.0,0.0,0.8915005922317505
208.0,0.0,21.0,201.0,153.0,0.0,0.8712608814239502
208.0,1105.0,121.0,1269.0,233.0,0.0,0.8181014060974121
209.0,451.0,55.0,846.0,282.0,0.0,0.9741052389144897
209.0,286.0,348.0,778.0,533.0,0.0,0.971161961555481
209.0,573.0,274.0,987.0,443.0,0.0,0.969657838344574
209.0,0.0,35.0,336.0,306.0,0.0,0.9655375480651855
209.0,0.0,312.0,224.0,515.0,0.0,0.9595147371292114
209.0,0.0,22.0,202.0,153.0,0.0,0.8346232175827026
210.0,454.0,56.0,866.0,285.0,0.0,0.9750152230262756
210.0,318.0,344.0,806.0,539.0,0.0,0.9723540544509888
210.0,0.0,37.0,335.0,305.0,0.0,0.9700591564178467
210.0,599.0,275.0,1035.0,452.0,0.0,0.9694501757621765
210.0,0.0,310.0,227.0,519.0,0.0,0.9596384167671204
210.0,0.0,23.0,189.0,151.0,0.0,0.9297903776168823
211.0,454.0,56.0,859.0,288.0,0.0,0.9749743342399597
211.0,349.0,341.0,827.0,539.0,0.0,0.9711558818817139
211.0,0.0,35.0,328.0,304.0,0.0,0.9688292741775513
211.0,672.0,282.0,1097.0,441.0,0.0,0.9659298658370972
211.0,0.0,307.0,228.0,511.0,0.0,0.9622708559036255
211.0,0.0,22.0,184.0,150.0,0.0,0.9009718894958496
212.0,454.0,56.0,842.0,289.0,0.0,0.9733238220214844
212.0,382.0,337.0,844.0,528.0,0.0,0.9712038040161133
212.0,0.0,31.0,336.0,297.0,0.0,0.9693408012390137
212.0,703.0,280.0,1156.0,450.0,0.0,0.9693112969398499
212.0,0.0,300.0,235.0,499.0,0.0,0.9645747542381287
212.0,0.0,21.0,188.0,148.0,0.0,0.9162278771400452
213.0,452.0,56.0,851.0,289.0,0.0,0.9742401838302612
213.0,406.0,338.0,841.0,508.0,0.0,0.9709742665290833
213.0,0.0,304.0,255.0,499.0,0.0,0.9692865610122681
213.0,798.0,270.0,1222.0,429.0,0.0,0.9685347080230713
213.0,0.0,35.0,331.0,294.0,0.0,0.96747225522995
213.0,0.0,20.0,193.0,147.0,0.0,0.9394069910049438
214.0,448.0,56.0,850.0,288.0,0.0,0.9742540717124939
214.0,427.0,338.0,858.0,513.0,0.0,0.9714871644973755
214.0,0.0,312.0,275.0,486.0,0.0,0.966640830039978
214.0,0.0,43.0,337.0,293.0,0.0,0.9649877548217773
214.0,837.0,256.0,1267.0,426.0,0.0,0.9577758312225342
214.0,0.0,19.0,200.0,145.0,0.0,0.9302029013633728
215.0,443.0,56.0,844.0,285.0,0.0,0.9755014181137085
215.0,443.0,338.0,881.0,519.0,0.0,0.9703807830810547
215.0,0.0,310.0,298.0,478.0,0.0,0.9667202830314636
215.0,910.0,275.0,1265.0,409.0,0.0,0.9650362730026245
215.0,0.0,52.0,347.0,295.0,0.0,0.9646216630935669
215.0,0.0,18.0,210.0,144.0,0.0,0.9435954093933105
216.0,440.0,57.0,842.0,283.0,0.0,0.9758360385894775
216.0,456.0,336.0,889.0,514.0,0.0,0.9705660343170166
216.0,0.0,292.0,330.0,466.0,0.0,0.9648926258087158
216.0,0.0,61.0,341.0,289.0,0.0,0.9616965055465698
216.0,954.0,275.0,1271.0,403.0,0.0,0.9597107172012329
216.0,0.0,17.0,214.0,134.0,0.0,0.9415251016616821
217.0,436.0,57.0,840.0,283.0,0.0,0.9754135608673096
217.0,466.0,332.0,885.0,513.0,0.0,0.969551146030426
217.0,0.0,313.0,360.0,479.0,0.0,0.9680150747299194
217.0,0.0,58.0,355.0,288.0,0.0,0.9593082666397095
217.0,979.0,265.0,1278.0,397.0,0.0,0.9541817307472229
217.0,0.0,15.0,219.0,124.0,0.0,0.9130103588104248
218.0,434.0,55.0,846.0,283.0,0.0,0.9753608703613281
218.0,469.0,328.0,890.0,522.0,0.0,0.9730075001716614
218.0,0.0,59.0,365.0,276.0,0.0,0.9714633226394653
218.0,0.0,312.0,393.0,472.0,0.0,0.9528095722198486
218.0,1065.0,260.0,1276.0,388.0,0.0,0.9428825378417969
218.0,0.0,14.0,222.0,130.0,0.0,0.9266435503959656
219.0,434.0,54.0,841.0,283.0,0.0,0.9764219522476196
219.0,470.0,326.0,896.0,532.0,0.0,0.9755620956420898
219.0,0.0,58.0,384.0,278.0,0.0,0.972187876701355
219.0,39.0,284.0,423.0,466.0,0.0,0.9554970264434814
219.0,0.0,16.0,217.0,135.0,0.0,0.9430707693099976
219.0,1083.0,265.0,1268.0,378.0,0.0,0.941741943359375
